Submission Time,Status,Role,In-Person Comfort,Learning Preference
6/12/2020 16:15,Completed,District Certified Staff,Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:12,Completed,Teacher,Very Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 7:03,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/12/2020 16:05,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:08,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:12,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:04,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:08,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:05,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:08,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:06,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:12,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:09,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:05,Completed,School Nutrition Staff Member,Very Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Comfortable,Digital Only
6/12/2020 17:47,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:06,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:04,Completed,District Classified Staff,Very Comfortable,In-Person
6/12/2020 16:15,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,District Certified Staff,Very Comfortable,In-Person
6/12/2020 16:09,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:08,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:06,Completed,School Admin,Very Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Uncomfortable,Digital Only
6/15/2020 10:22,Completed,Transportation Staff Member,Comfortable,In-Person
6/12/2020 16:04,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:05,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,Digital Only
6/12/2020 16:10,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:09,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:09,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:05,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:20,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:07,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:09,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:17,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:05,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:12,Completed,District Certified Staff,Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:09,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:06,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:07,Completed,Teacher,Comfortable,Digital Only
6/12/2020 16:08,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:06,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:05,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:12,Completed,District Classified Staff,Uncomfortable,In-Person
6/12/2020 16:10,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,Digital Only
6/12/2020 16:04,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:10,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/14/2020 23:23,Completed,School Nutrition Staff Member,Uncomfortable,Digital Only
6/12/2020 16:12,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:11,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/14/2020 23:21,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:10,Completed,District Classified Staff,Comfortable,In-Person
6/13/2020 10:57,Completed,Teacher,Comfortable,In-Person
6/12/2020 18:19,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/12/2020 16:11,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:04,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:09,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:05,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:11,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:08,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:43,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:05,Completed,District Certified Staff,Very Comfortable,In-Person
6/12/2020 16:07,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/16/2020 11:34,Completed,District Classified Staff,Uncomfortable,Digital Only
6/12/2020 16:06,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:05,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:16,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:09,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:06,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:06,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:08,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:05,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:06,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:08,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:14,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:09,Completed,School Nutrition Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:13,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:07,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:17,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,Teacher,Very Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:09,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 19:44,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:09,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:06,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:09,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Very Uncomfortable,Digital Only
6/16/2020 8:13,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:04,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/12/2020 16:12,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:08,Completed,Teacher,Very Uncomfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:08,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:11,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,District Classified Staff,Very Comfortable,In-Person
6/12/2020 16:13,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:10,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:09,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 12:05,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:08,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:11,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 17:10,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:05,Completed,School Nutrition Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 22:25,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:05,Completed,District Classified Staff,Comfortable,In-Person
6/12/2020 16:07,Completed,District Classified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:04,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:25,Completed,Teacher,Very Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:18,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:06,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,In-Person
6/12/2020 16:06,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:10,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:06,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/12/2020 16:11,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:09,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:09,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:11,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:09,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:21,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:05,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:11,Completed,District Classified Staff,Very Uncomfortable,Digital Only
6/12/2020 16:07,Completed,School Admin,Very Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:29,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/12/2020 16:11,Completed,School Admin,Uncomfortable,Digital Only
6/12/2020 16:08,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:06,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:09,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:17,Completed,School Nutrition Staff Member,Very Comfortable,In-Person
6/12/2020 16:09,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:05,Completed,School Admin,Very Comfortable,In-Person
6/12/2020 16:38,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Comfortable,Digital Only
6/12/2020 16:12,Completed,District Classified Staff,Uncomfortable,Digital Only
6/12/2020 16:07,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:08,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:07,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:10,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:07,Completed,School Admin,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:12,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:10,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:26,Completed,Teacher,Comfortable,In-Person
6/15/2020 8:14,Completed,District Classified Staff,Uncomfortable,Digital Only
6/12/2020 16:08,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:06,Completed,School Admin,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:10,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:08,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:09,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:06,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,Digital Only
6/12/2020 16:05,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/14/2020 23:08,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,Digital Only
6/12/2020 16:13,Completed,Teacher,Very Uncomfortable,In-Person
6/12/2020 16:12,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,In-Person
6/13/2020 12:18,Completed,School Admin,Very Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:13,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:07,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:14,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:09,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:12,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/15/2020 7:41,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:09,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 19:48,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:10,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:06,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:07,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:07,Completed,District Classified Staff,Comfortable,In-Person
6/12/2020 16:06,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:18,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
