Submission Time,Status,Role,In-Person Comfort,Learning Preference,DigitalHybridInPerson
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,School Nutrition Staff Member,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:06:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:50:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:12:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:06:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,District Classified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:11:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 19:15:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,District Classified Staff,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,School Nutrition Staff Member,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:11:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:47:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:47:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:08:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-17 09:57:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:03:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:09:00 UTC,Completed,Transportation Staff Member,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:06:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-15 14:59:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:17:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:10:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:04:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:06:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,School Admin,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-15 10:48:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:28:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:21:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:11:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:21:00 UTC,Completed,District Classified Staff,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:13:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 19:25:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 18:17:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:08:00 UTC,Completed,School Nutrition Staff Member,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:16:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:51:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:17:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:11:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:10:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,Transportation Staff Member,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-16 09:55:00 UTC,Completed,District Classified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:14:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:13:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:09:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:18:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:06:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:16:00 UTC,Completed,District Classified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,School Admin,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 21:56:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-13 12:13:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,School Nutrition Staff Member,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:10:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:21:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:32:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:13:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:09:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:19:00 UTC,Completed,District Certified Staff,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:04:00 UTC,Completed,District Certified Staff,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:10:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:10:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:11:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:17:00 UTC,Completed,School Admin,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-18 14:26:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:17:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:07:00 UTC,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:09:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:10:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:11:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:05:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:06:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:12:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:14:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable/Uncomfortable,In-Person,In-Person
2020-06-12 16:34:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:15:00 UTC,Completed,District Certified Staff,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:12:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-13 07:03:00 UTC,Completed,Transportation Staff Member,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:07:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:12:00 UTC,Completed,Teacher,Very Uncomfortable/Uncomfortable,Digital Only,"Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:04:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:08:00 UTC,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable/Comfortable,In-Person,In-Person
2020-06-12 16:05:00 UTC,Completed,District Classified Staff,Very Uncomfortable/Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)","Digital or Hybrid (K-2 In-Person, 3-12 Digital)"
2020-06-12 16:08:00 UTC,Completed,Teacher,Very Comfortable/Comfortable,In-Person,In-Person
